,count,mean,std,min,25%,50%,75%,max
grad1,2290368.0,5.18968720458575e-05,0.00034494388536878264,-0.008644070512820531,-5.6785909091577976e-05,-3.364299350686257e-05,6.25321245261573e-05,0.0038393097643097704
grad2,2290368.0,-0.00016408171419489534,0.00028288471302980996,-0.008630675990676018,-0.00023166666666666634,-0.00012597230048546552,-6.40370040850883e-05,0.001626663766855153
grad3,2290368.0,-6.690970774753302e-05,0.00025769902219111213,-0.008618863636363671,-0.0001319376971820414,-7.103238133291927e-05,-4.4518308654341394e-05,0.0022679214748100177
ratio_1,2290368.0,1.0055842264217874,0.014286379743338075,0.8950683905401667,0.996225104289601,1.0064232321866484,1.0163272531821774,1.1172418496357368
ratio_2,2290368.0,0.9705515760584307,0.02020955554872701,0.7051506943338174,0.9580407875765786,0.9674976336791195,0.9827174777641191,1.0476052591841367
ratio_3,2290368.0,0.9654868712390462,0.029050828861663942,0.7023215994046138,0.9450968943641652,0.9592477349763018,0.9867141491712236,1.0823811001134178
beam_1,2290368.0,0.2464345706550597,0.28223509980068434,0.003394324875235871,0.049504515965518546,0.1261287635243098,0.3583347826086957,7.88375
beam_2,2290368.0,0.24732125115547568,0.2854451631935855,0.0032163690474269627,0.04865337267478969,0.12590602006888404,0.35914573170731706,7.728821428571429
beam_3,2290368.0,0.24373922987849125,0.2849357248447544,0.0029105462949194872,0.04667845611685941,0.12131935483870968,0.3542136531418746,7.53912972972973
